,,,,,,,,Carrocería,,,,,,,,,,,,,,,,,,,Motor,,,,,,,,,,,,,,Transmisión y control,,,,Prestaciones y consumos homologados,,,,,,,,,Suspensión y frenos,,,,
194547,Audi,TT,8N,1998,2003,Kupe,3.2 quattro MT (250 CV),kupe,4,4041,1764,1345,2429,1528,1505,,,,,1490,130,490,220,,1875,,Gasolina,3200,250,de 6 300,320,Inyección multipunto,V-twin,4,,84,"95,9",4,de 2 800 à 3 200,,Mecánica,tracción en las cuatro ruedas,"10,6",6,98,254,"13,6","9,8","6,5",de 460 à 820,EURO IV,62,"7,6",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
194548,Audi,TT,8N,1998,2003,Kupe,3.2 quattro S tronic (250 CV),kupe,4,4041,1764,1345,2429,1528,1505,,,,,1520,130,490,220,,1905,,Gasolina,3200,250,de 6 300,320,Inyector,V-twin,4,,84,"95,9",4,de 2 800 à 3 200,,Robot,tracción en las cuatro ruedas,"10,6",6,98,235,"14,9","10,6","6,4",de 420 à 770,EURO IV,62,"8,1",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
186896,Audi,TT,8N,1998,2003,Roadster,1.8 T AT (180 CV),Roadster,2,4041,1764,1359,2422,1528,1513,,,,,1340,130,220,220,,1640,,Gasolina,1781,180,de 5 500,235,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,à 1 950,,Expendedora,Frente,,6,98,221,"13,2","9,2","8,5",de 420 à 810,,56,"6,9",Discos,Discos,Puntal amortiguador,resorte helicoidal,
186893,Audi,TT,8N,1998,2003,Roadster,1.8 T MT (150 CV),Roadster,2,4041,1764,1349,2422,1528,1513,,,,,1340,130,220,220,,1640,,Gasolina,1781,150,à 5 700,210,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,de 1 750 à 4 600,,Mecánica,Frente,,5,98,214,"11,2","8,2","8,9",de 490 à 860,,55,"6,4",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
186897,Audi,TT,8N,1998,2003,Roadster,1.8 T MT (180 CV),Roadster,2,4041,1764,1349,2422,1528,1513,,,,,1310,130,220,220,,1610,,Gasolina,1781,180,à 5 500,235,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,à 1 950,,Mecánica,Frente,,5,98,197,"11,2","8,2","8,1",de 500 à 880,,56,"6,4",Discos,Discos,Puntal amortiguador,resorte helicoidal,
186895,Audi,TT,8N,1998,2003,Roadster,1.8 T quattro MT (180 CV),Roadster,2,4041,1764,1348,2429,1528,1505,,,,,1465,130,180,180,,1765,,Gasolina,1781,180,à 5 500,235,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,à 1 950,,Mecánica,tracción en las cuatro ruedas,,5,98,220,"13,1","9,5","8,2",de 470 à 820,,62,"7,6",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
186899,Audi,TT,8N,1998,2003,Roadster,1.8 T quattro MT (225 CV),Roadster,2,4041,1764,1348,2429,1528,1505,,,,,1515,130,180,180,,1815,,Gasolina,1781,225,à 5 900,280,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,à 2 200,,Mecánica,tracción en las cuatro ruedas,,6,98,237,"13,3","9,4","6,7",de 470 à 870,,62,"7,1",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195173,Audi,TT,8N,1998,2003,Roadster,3.2 quattro MT (250 CV),Roadster,2,4041,1764,1348,2429,1528,1505,,,,,1560,130,180,180,,1860,,Gasolina,3189,250,de 6 300,320,Inyección multipunto,V-twin,6,,84,"95,9",4,de 2 800 à 3 200,,Mecánica,tracción en las cuatro ruedas,,6,98,250,15,"10,7","6,7",de 410 à 760,,62,"8,2",Discos ventilados,Discos ventilados,Puntal amortiguador,resorte helicoidal,
195174,Audi,TT,8N,1998,2003,Roadster,3.2 quattro S tronic (250 CV),Roadster,2,4041,1764,1348,2429,1528,1505,,,,,1590,130,180,180,,1890,,Gasolina,3189,250,de 6 300,320,Inyección multipunto,V-twin,6,,84,"95,9",4,de 2 800 à 3 200,,Robot,tracción en las cuatro ruedas,,6,98,250,13,"9,9","6,6",de 480 à 810,,62,"7,7",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195548,Audi,TT,8N [restyling],2002,2006,Kupe,1.8 T AT (180 CV),kupe,4,4041,1764,1346,2422,1528,1513,,,,,1320,130,540,270,,1705,,Gasolina,1781,180,de 5 500,235,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,de 1 950 à 5 000,,Expendedora,Frente,"10,6",6,98,226,"13,2","9,1","8,4",de 420 à 810,EURO IV,55,"6,8",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195553,Audi,TT,8N [restyling],2002,2006,Kupe,1.8 T MT (150 CV),kupe,4,4041,1764,1346,2422,1528,1513,,,,,1280,,540,270,,1665,,Gasolina,1781,150,de 5 700,210,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,de 1 750 à 4 600,,Mecánica,Frente,"10,6",5,95,194,"11,1","8,1","8,6",de 500 à 870,EURO IV,55,"6,3",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195550,Audi,TT,8N [restyling],2002,2006,Kupe,1.8 T MT (180 CV),kupe,4,4041,1764,1346,2422,1528,1513,,,,,1240,130,540,270,,1610,,Gasolina,1781,180,de 5 500,235,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,de 1 950 à 5 000,,Mecánica,Frente,"10,6",5,98,228,"11,1","8,1","7,8",de 500 à 870,EURO IV,55,"6,3",Discos,Discos,Puntal amortiguador,resorte helicoidal,
195549,Audi,TT,8N [restyling],2002,2006,Kupe,1.8 T quattro MT (180 CV),kupe,4,4041,1764,1345,2429,1528,1505,,,,,1410,130,490,220,,1795,,Gasolina,1781,180,de 5 500,235,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,de 1 950 à 5 000,,Mecánica,tracción en las cuatro ruedas,"10,6",6,98,226,13,"9,4","7,9",de 480 à 830,EURO III,62,"7,5",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195551,Audi,TT,8N [restyling],2002,2006,Kupe,1.8 T quattro MT (225 CV),kupe,4,4041,1764,1345,2429,1528,1505,,,,,1465,130,490,220,,1850,,Gasolina,1781,225,de 5 900,280,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,de 2 200 à 5 500,,Mecánica,tracción en las cuatro ruedas,"10,6",6,98,243,"13,3","9,4","6,6",de 470 à 870,EURO III,62,"7,1",Discos ventilados,Discos ventilados,Puntal amortiguador,resorte helicoidal,
195552,Audi,TT,8N [restyling],2002,2006,Kupe,1.8 T quattro MT (240 CV),kupe,4,4041,1764,1343,2429,1538,1517,,,,,1390,130,540,270,,1775,,Gasolina,1781,240,de 5 700,320,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,de 2 300 à 5 000,,Mecánica,tracción en las cuatro ruedas,"10,6",6,98,250,"13,2","9,3","5,9",de 470 à 890,EURO III,62,7,Discos ventilados,Discos ventilados,Puntal amortiguador,Doble brazo oscilante,
195554,Audi,TT,8N [restyling],2002,2006,Kupe,3.2 quattro MT (250 CV),kupe,4,4041,1764,1345,2429,1528,1505,,,,,1490,130,490,220,,1875,,Gasolina,3200,250,de 6 300,320,Inyección multipunto,V-twin,4,,84,"95,9",4,de 2 800 à 3 200,,Mecánica,tracción en las cuatro ruedas,"10,6",6,98,254,"13,6","9,8","6,5",de 460 à 820,EURO IV,62,"7,6",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195555,Audi,TT,8N [restyling],2002,2006,Kupe,3.2 quattro S tronic (250 CV),kupe,4,4041,1764,1345,2429,1528,1505,,,,,1520,130,490,220,,1905,,Gasolina,3200,250,de 6 300,320,Inyector,V-twin,4,,84,"95,9",4,de 2 800 à 3 200,,Robot,tracción en las cuatro ruedas,"10,6",6,98,235,"14,9","10,6","6,4",de 420 à 770,EURO IV,62,"8,1",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195556,Audi,TT,8N [restyling],2002,2006,Roadster,1.8 T AT (180 CV),Roadster,2,4041,1764,1359,2422,1528,1513,,,,,1340,130,220,220,,1640,,Gasolina,1781,180,à 5 500,235,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,à 1 950,,Expendedora,Frente,,6,98,221,"13,2","9,2","8,5",de 420 à 810,,56,"6,9",Discos,Discos,Puntal amortiguador,resorte helicoidal,
195559,Audi,TT,8N [restyling],2002,2006,Roadster,1.8 T MT (150 CV),Roadster,2,4041,1764,1349,2422,1528,1513,,,,,1340,130,220,220,,1640,,Gasolina,1781,150,à 5 700,210,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,de 1 750 à 4 600,,Mecánica,Frente,,5,98,214,"11,2","8,2","8,9",de 490 à 860,,55,"6,4",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195560,Audi,TT,8N [restyling],2002,2006,Roadster,1.8 T MT (180 CV),Roadster,2,4041,1764,1349,2422,1528,1513,,,,,1310,130,220,220,,1610,,Gasolina,1781,180,de 5 500,235,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,à 1 950,,Mecánica,Frente,,5,98,197,"11,2","8,2","8,1",de 500 à 880,,56,"6,4",Discos,Discos,Puntal amortiguador,resorte helicoidal,
195558,Audi,TT,8N [restyling],2002,2006,Roadster,1.8 T quattro MT (180 CV),Roadster,2,4041,1764,1348,2429,1528,1505,,,,,1465,130,180,180,,1765,,Gasolina,1781,180,de 5 500,235,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,à 1 950,,Mecánica,tracción en las cuatro ruedas,,5,98,220,"13,1","9,5","8,2",de 470 à 820,,62,"7,6",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195557,Audi,TT,8N [restyling],2002,2006,Roadster,1.8 T quattro MT (225 CV),Roadster,2,4041,1764,1348,2429,1528,1505,,,,,1515,130,180,180,,1815,,Gasolina,1781,225,à 5 900,280,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,à 2 200,,Mecánica,tracción en las cuatro ruedas,,6,98,237,"13,3","9,4","6,7",de 470 à 870,,62,"7,1",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195561,Audi,TT,8N [restyling],2002,2006,Roadster,3.2 quattro MT (250 CV),Roadster,2,4041,1764,1348,2429,1528,1505,,,,,1560,130,180,180,,1860,,Gasolina,3189,250,de 6 300,320,Inyección multipunto,V-twin,6,,84,"95,9",4,de 2 800 à 3 200,,Mecánica,tracción en las cuatro ruedas,,6,98,250,15,"10,7","6,7",de 410 à 760,,62,"8,2",Discos ventilados,Discos ventilados,Puntal amortiguador,resorte helicoidal,
195562,Audi,TT,8N [restyling],2002,2006,Roadster,3.2 quattro S tronic (250 CV),Roadster,2,4041,1764,1348,2429,1528,1505,,,,,1590,130,180,180,,1890,,Gasolina,3189,250,de 6 300,320,Inyección multipunto,V-twin,6,,84,"95,9",4,de 2 800 à 3 200,,Robot,tracción en las cuatro ruedas,,6,98,250,13,"9,9","6,6",de 480 à 810,,62,"7,7",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
25594,Audi,TT,8S,2014,2018,Kupe 2-puertas,1.8 TFSI MT (180 CV),kupe,4,4177,1832,1353,2505,1572,1552,,,,,1285,,712,305,325,1610,,Gasolina,1798,180,de 5 100 à 6 000,250,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 250 à 5 000,hay,Mecánica,Frente,11,6,95,241,"7,5","5,9","6,9",de 670 à 1 000,EURO VI,50,5,Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
219438,Audi,TT,8S,2014,2018,Kupe 2-puertas,1.8 TFSI S tronic (180 CV),kupe,4,4177,1832,1353,2505,1572,1552,,,,,1305,,712,305,325,1630,,Gasolina,1798,180,de 5 100 à 6 000,250,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 250 à 5 000,hay,Robot,Frente,11,7,95,241,"7,1","5,8",7,de 700 à 1 000,EURO VI,50,5,Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
25601,Audi,TT,8S,2014,2018,Kupe 2-puertas,2.0 TFSI MT (230 CV),kupe,4,4177,1832,1353,2505,1572,1552,,,,,1305,,712,305,325,1630,,Gasolina,1984,230,de 4 500 à 6 200,370,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 600 à 4 300,hay,Mecánica,Frente,11,6,95,250,"7,3","5,9",6,de 680 à 1 000,EURO VI,50,5,Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
188442,Audi,TT,8S,2014,2018,Kupe 2-puertas,2.0 TFSI S tronic (230 CV),kupe,4,4177,1832,1353,2505,1572,1552,,,,,1335,,712,305,325,1660,,Gasolina,1984,230,de 4 500 à 6 200,370,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 600 à 4 300,hay,Robot,Frente,11,6,95,250,"8,2","6,4","5,9",de 610 à 960,EURO VI,50,"5,2",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
188443,Audi,TT,8S,2014,2018,Kupe 2-puertas,2.0 TFSI S tronic quattro (230 CV),kupe,4,4177,1832,1353,2505,1572,1552,,,,,1335,,712,305,400,1735,,Gasolina,1984,230,de 4 500 à 6 200,370,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 600 à 4 300,hay,Robot,tracción en las cuatro ruedas,11,6,95,250,"8,4","6,5","5,3",de 650 à 1 000,EURO VI,55,"5,5",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
110593,Audi,TT,8S,2014,2018,Roadster 2-puertas,1.8 TFSI MT (180 CV),Roadster,2,4177,1832,1353,2505,1572,1552,,,,,1375,,305,305,245,1620,,Gasolina,1798,180,de 5 100 à 6 000,250,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 250 à 5 000,hay,Mecánica,Frente,11,6,95,237,"7,6",6,"7,2",de 660 à 980,EURO VI,50,"5,1",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
63123,Audi,TT,8S,2014,2018,Roadster 2-puertas,1.8 TFSI S tronic (180 CV),Roadster,2,4177,1832,1353,2505,1572,1552,,,,,1395,,712,305,325,1640,,Gasolina,1798,180,de 5 100 à 6 000,250,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 250 à 5 000,hay,Robot,Frente,11,7,95,237,"7,2","5,9","7,3",de 690 à 980,EURO VI,50,"5,1",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
63122,Audi,TT,8S,2014,2018,Roadster 2-puertas,2.0 TFSI MT  (230 CV),Roadster,2,4177,1832,1353,2505,1572,1552,,,,,1395,,712,305,325,1640,,Gasolina,1984,230,de 4 500 à 6 200,370,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 600 à 4 300,hay,Mecánica,Frente,11,6,95,250,"7,7","6,2","6,2",de 650 à 930,EURO VI,50,"5,4",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
63121,Audi,TT,8S,2014,2018,Roadster 2-puertas,2.0 TFSI S tronic  (230 CV),Roadster,2,4177,1832,1353,2505,1572,1552,,,,,1425,,712,305,325,1670,,Gasolina,1984,230,de 4 500 à 6 200,370,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 600 à 4 300,hay,Robot,Frente,11,6,95,250,"8,6","6,7","6,1",de 580 à 890,EURO VI,50,"5,6",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
110594,Audi,TT,8S,2014,2018,Roadster 2-puertas,2.0 TFSI S tronic quattro  (230 CV),Roadster,2,4177,1832,1353,2505,1572,1552,,,,,1500,,712,305,325,1745,,Gasolina,1984,230,de 4 500 à 6 200,370,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 600 à 4 300,hay,Robot,tracción en las cuatro ruedas,11,6,95,250,"8,7","6,9","5,6",de 630 à 950,EURO VI,55,"5,8",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
233148,Audi,TT,8S,2014,2018,RS cupé 2-puertas,2.5 TFSI (400 CV),kupe,4,4191,1832,1344,2505,1564,1543,,,,,1440,,712,305,400,1840,,Gasolina,2480,400,de 5 850 à 7 000,480,La inyección directa,Inline,5,Turbo,"82,5","92,8",4,de 1 700 à 5 850,hay,Robot,tracción en las cuatro ruedas,"10,96",7,98,250,"11,3","8,2","3,7",de 490 à 860,EURO VI,55,"6,4",Discos ventilados,Discos ventilados,"Independiente, Puntal MacPherson","Independiente, multi-link",
233198,Audi,TT,8S,2014,2018,RS roadster 2-puertas,2.5 TFSI (400 CV),Roadster,2,4191,1832,1346,2505,1564,1543,,,,,1530,,280,280,320,1850,,Gasolina,2480,400,de 5 850 à 7 000,480,La inyección directa,Inline,5,Turbo,"82,5","92,8",4,de 1 700 à 5 850,hay,Robot,tracción en las cuatro ruedas,"10,96",7,98,250,"11,4","8,3","3,9",de 480 à 850,EURO VI,55,"6,5",Discos ventilados,Discos ventilados,"Independiente, Puntal MacPherson","Independiente, multi-link",
195522,Audi,TT,8S,2014,2018,S cupé 2-puertas,2.0 TFSI MT quattro (310 CV),kupe,4,4191,1832,1343,2505,1574,1553,,,,,1440,,305,305,325,1765,,Gasolina,1984,310,de 5 800 à 6 200,380,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 800 à 5 700,hay,Mecánica,tracción en las cuatro ruedas,11,6,95,250,"9,2","7,1","4,9",de 540 à 880,EURO VI,50,"5,7",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
195523,Audi,TT,8S,2014,2018,S cupé 2-puertas,2.0 TFSI S tronic quattro (310 CV),kupe,4,4191,1832,1343,2505,1574,1553,,,,,1460,,305,305,325,1785,,Gasolina,1984,310,de 5 800 à 6 200,380,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 800 à 5 700,hay,Robot,tracción en las cuatro ruedas,11,6,95,250,"8,3","6,8","4,6",de 600 à 850,EURO VI,50,"5,9",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
61938,Audi,TT,8S,2014,2018,S roadster 2-puertas,2.0 TFSI MT quattro  (310 CV),Roadster,2,4191,1832,1343,2505,1574,1553,,,,,1525,,305,305,325,1770,,Gasolina,1984,310,de 5 800 à 6 200,380,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 800 à 5 700,hay,Mecánica,tracción en las cuatro ruedas,11,6,95,250,"9,3","7,3","5,2",de 540 à 820,EURO VI,50,"6,1",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
219437,Audi,TT,8S,2014,2018,S roadster 2-puertas,2.0 TFSI S tronic quattro  (310 CV),Roadster,2,4191,1832,1343,2505,1574,1553,,,,,1545,,305,305,325,1790,,Gasolina,1984,310,de 5 800 à 6 200,380,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 800 à 5 700,hay,Robot,tracción en las cuatro ruedas,11,6,95,250,"8,4","6,9","4,9",de 600 à 830,EURO VI,50,6,Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
238541,Audi,V8,1 generación,1988,1994,Sedan,3.6 quattro MT (250 CV),Sedán,5,4875,1815,1420,2700,1515,1530,,,,,1710,,570,570,,2310,,Gasolina,3562,250,de 5 800,340,Inyección multipunto,V-twin,8,,81,86,4,à 4 000,,Mecánica,tracción en las cuatro ruedas,,5,95,245,"17,6","12,1","7,6",de 450 à 920,,80,"8,7",Discos ventilados,Discos,En brazo oscilante,Doble brazo oscilante,
238542,Audi,V8,1 generación,1988,1994,Sedan,4.2 quattro MT (280 CV),Sedán,5,4875,1815,1420,2700,1515,1530,,,,,1710,,570,570,,2310,,Gasolina,4172,280,de 5 800,400,Inyección multipunto,V-twin,8,,81,86,4,à 4 000,,Mecánica,tracción en las cuatro ruedas,,5,95,249,"17,8","12,5","6,8",de 450 à 900,,80,"8,9",Discos ventilados,Discos,En brazo oscilante,Doble brazo oscilante,
3716,Fiat,126,1 generación,1972,1977,Hatchback,0.6 MT (23 CV),Hatchback,5,3054,1378,1302,1840,1143,1207,,,,,580,140,555,110,340,920,,Gasolina,594,23,à 4 800,39,Carburador,Inline,2,,"73,5",70,2,à 3 400,,Mecánica,Trasero,9,4,95,109,,,"48,1",,,"20,5",,tambor,tambor,"Independiente, la primavera","Independiente, la primavera",
170209,Fiat,500,1 generación,1957,1975,Hatchback,0.5 MT (17 CV),Hatchback,5,2969,1321,1323,1839,,,,,,,,,,,,,,Gasolina,479,17,à 4 400,22,Carburador,Inline,2,,,,2,à 4 400,,Mecánica,Trasero,,4,92,,,,,,,,,tambor,tambor,resorte helicoidal,resorte helicoidal,
170210,Fiat,500,1 generación,1957,1975,Hatchback,0.5 MT (22 CV),Hatchback,5,2969,1321,1323,1839,,,,,,,,,,,,,,Gasolina,500,22,à 4 600,31,Carburador,Inline,2,,,,2,à 4 400,,Mecánica,Trasero,,4,92,,,,,,,,,tambor,tambor,resorte helicoidal,resorte helicoidal,
188831,Fiat,500,2 generación,2008,2015,Hatchback,1.2 AMT (69 CV),Hatchback,4,3546,1627,1488,2300,1414,1408,,,,,940,,610,185,365,1305,,Gasolina,1242,69,à 5 500,102,Inyector,Inline,4,,,,2,à 3 000,,Robot,Frente,"9,2",5,95,160,"6,4","5,1",12,de 550 à 810,,35,"4,3",Discos,tambor,"Independiente, Puntal MacPherson","Independiente, multi-link",
188830,Fiat,500,2 generación,2008,2015,Hatchback,1.2 MT (69 CV),Hatchback,4,3546,1627,1488,2300,1414,1408,,,,,940,,610,185,,1305,,Gasolina,1242,69,à 5 500,102,Inyector,Inline,4,,,,2,à 3 000,,Mecánica,Frente,"9,2",5,95,160,"6,4","5,1",12,de 550 à 810,,35,"4,3",Discos,tambor,"Independiente, Puntal MacPherson","Independiente, multi-link",
69948,Fiat,500,2 generación,2008,2015,Hatchback,1.4 AMT (100 CV),Hatchback,4,3546,1627,1488,2300,1413,1408,,,,,940,,550,185,430,1370,,Gasolina,1368,100,à 6 000,131,Inyector,Inline,4,,,,4,à 4 250,,Robot,Frente,"10,6",5,95,182,"8,2","5,6","10,7",de 430 à 670,,35,"5,2",Discos ventilados,Discos,"Independiente, Puntal MacPherson","Independiente, multi-link",
69947,Fiat,500,2 generación,2008,2015,Hatchback,1.4 MT (100 CV),Hatchback,4,3546,1627,1488,2300,1414,1408,,,,,1005,,610,185,,1370,,Gasolina,1368,100,à 6 000,131,Inyector,Inline,4,,,,4,à 4 250,,Mecánica,Frente,"10,6",6,95,182,"8,2","6,3",10,de 430 à 670,,35,"5,2",Discos ventilados,Discos,"Independiente, Puntal MacPherson","Independiente, multi-link",
182979,Fiat,500,2 generación [restyling],2015,2018,Hatchback,1.2 AMT (69 CV),Hatchback,4,3546,1627,1488,2300,1413,1407,,,,,900,165,550,185,,1305,,Gasolina,1242,69,à 5 500,102,Inyección multipunto,Inline,4,,"70,8","78,9",2,à 3 000,,Robot,Frente,"9,2",5,95,160,,"4,7",13,,EURO V,35,,Discos,tambor,"Independiente, Puntal MacPherson, la primavera","Semi-dependencia, Barra de torsión, la primavera",
169787,Fiat,500,2 generación [restyling],2015,2018,Hatchback,1.2 MT (69 CV),Hatchback,4,3546,1627,1488,2300,1413,1407,,,,,865,165,550,185,,1305,,Gasolina,1242,69,à 5 500,102,Inyección multipunto,Inline,4,,"70,8","78,9",2,à 3 000,,Mecánica,Frente,"9,2",5,95,160,,"5,1","12,9",,EURO V,35,,Discos,tambor,"Independiente, Puntal MacPherson, la primavera","Semi-dependencia, Barra de torsión, la primavera",
